,train_loss,train_acc,val_loss,val_acc
0,0.41859236041052206,0.8292238684246296,0.5004425852954973,0.7910602910602911
1,0.39838375160745354,0.8386978387929863,0.5011231742297017,0.7910602910602911
2,0.3978723765645406,0.8400706809840968,0.5070527398869726,0.7869022869022869
3,0.39818337185860503,0.8387522087807531,0.5028310657047255,0.7920997920997921
4,0.39809492274560493,0.8390104662226451,0.5024532444262378,0.7910602910602911
5,0.398202335090888,0.838317248878619,0.49618914443535334,0.7848232848232848
6,0.3979004726344251,0.8394862036156042,0.5039279308041011,0.7920997920997921
7,0.39836380856043724,0.8382764713877939,0.5054177715397933,0.7900207900207901
8,0.3981688426812809,0.8395133886094875,0.5054840803009948,0.7910602910602911
9,0.39833543409941696,0.8398803860269132,0.5047362907942762,0.7848232848232848
10,0.3982477892680287,0.8394726111186624,0.49864380325543733,0.7889812889812889
11,0.39805352691780066,0.8393774636400707,0.49749677816236393,0.7900207900207901
12,0.398325536511412,0.8388065787685198,0.5065055757098184,0.7827442827442828
13,0.3980762211262031,0.8397444610574962,0.5034920685594247,0.7827442827442828
14,0.39818345089206125,0.8390920212042953,0.4982788459650927,0.7910602910602911
15,0.3978990789931386,0.8398396085360881,0.5115165779255721,0.7744282744282744
16,0.39809817744081133,0.8403833084137556,0.49777128479024446,0.8004158004158004
17,0.3980322407016787,0.8386842462960445,0.5019166055916717,0.8014553014553014
18,0.39834963686599933,0.839758053554438,0.4989339805223767,0.7910602910602911
19,0.39784653498566636,0.8385211363327443,0.504026836445446,0.7869022869022869
