,train_loss,train_acc,val_loss,val_acc
0,141.6264606561624,0.8659915726518962,121.98981337504155,0.8087318087318087
1,140.68289616880296,0.8987087127905397,121.55446490716669,0.8367983367983368
2,140.38455322583545,0.9090254179692809,122.08095689652993,0.8014553014553014
3,140.30653903141788,0.91054777762675,121.55302977593378,0.8305613305613305
4,140.08912758923762,0.9182003534049205,121.64946497034445,0.8212058212058212
5,139.9802619601522,0.9217344026097594,121.583481083675,0.8326403326403327
6,140.13923232821364,0.9141361968193558,121.57984084757729,0.8326403326403327
7,139.86166305470212,0.9253092293054234,121.62810766783468,0.8274428274428275
8,139.8021423047551,0.9269131439445426,121.376971125871,0.8326403326403327
9,140.07022693742098,0.9176702460241947,121.57118542450519,0.8326403326403327
10,139.7747467087598,0.9285306510806035,121.52960285218906,0.8305613305613305
11,139.7412518895308,0.9292918309093381,121.6467918240406,0.8305613305613305
12,139.6926421547971,0.9317112953649586,121.33871606564142,0.840956340956341
13,139.70535647152852,0.9310588555117575,121.81702298829107,0.8212058212058212
14,139.72393983806046,0.929509310860405,123.4122287035497,0.7598752598752598
15,143.0017388605991,0.7590729917085769,124.81430795710783,0.681912681912682
16,142.13430033213473,0.8451678673372298,122.86167137649242,0.7775467775467776
17,141.6444081543776,0.8617643061030311,123.30463126154102,0.7723492723492723
18,141.2863549174811,0.8750713606089439,122.66402448934907,0.7889812889812889
19,140.88996201856494,0.8890308549680577,122.39418669531318,0.7972972972972973
